,,a,u,c,n,h,o,s,l,q,r,k,e,z,v,t,x,d,f,w,y,i,b,j,g,m,p
m,y,2.2,0.2,4.2,1.2,7.2,8.2,7.2,13.2,1.2,4.2,2.2,8.2,0.2,0.2,9.2,0.2,5.2,9.2,2.2,0.2,0.2,24.2,1.2,1.2,5.2,0.2
m,i,0.2,0.2,11.2,32.2,0.2,1.2,21.2,26.2,0.2,5.2,2.2,0.2,1.2,0.2,9.2,0.2,0.2,4.2,1.2,0.2,0.2,1.2,0.2,3.2,4.2,0.2
m,b,4.2,1.2,0.2,0.2,0.2,1.2,0.2,5.2,0.2,2.2,0.2,8.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,1.2,4.2,0.2,0.2,0.2,0.2,0.2
m,j,0.2,1.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
m,g,0.2,0.2,0.2,0.2,2.2,2.2,3.2,0.2,0.2,0.2,0.2,2.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.2,0.2,0.2,0.2,1.2,2.2
m,m,7.2,3.2,0.2,0.2,1.2,3.2,0.2,0.2,0.2,0.2,0.2,4.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,2.2,3.2,0.2,0.2,0.2,0.2,0.2
m,p,8.2,2.2,0.2,1.2,1.2,11.2,4.2,15.2,0.2,3.2,2.2,2.2,0.2,2.2,6.2,1.2,1.2,0.2,0.2,1.2,11.2,1.2,0.2,1.2,3.2,2.2
p,a,1.2,2.2,4.2,10.2,2.2,1.2,9.2,8.2,0.2,31.2,0.2,0.2,0.2,0.2,7.2,1.2,1.2,0.2,1.2,4.2,38.2,3.2,0.2,1.2,2.2,4.2
p,u,0.2,0.2,2.2,3.2,0.2,0.2,6.2,6.2,1.2,1.2,0.2,2.2,0.2,0.2,6.2,1.2,1.2,1.2,0.2,0.2,3.2,2.2,0.2,1.2,0.2,0.2
p,c,1.2,0.2,0.2,0.2,2.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,1.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2
p,n,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,2.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2
p,h,2.2,0.2,0.2,0.2,0.2,22.2,0.2,0.2,0.2,0.2,0.2,2.2,0.2,0.2,3.2,0.2,0.2,0.2,0.2,2.2,5.2,1.2,1.2,0.2,0.2,0.2
p,o,0.2,4.2,0.2,4.2,0.2,5.2,20.2,3.2,0.2,25.2,0.2,0.2,0.2,0.2,5.2,0.2,0.2,3.2,2.2,0.2,3.2,0.2,0.2,0.2,0.2,2.2
p,s,2.2,2.2,2.2,2.2,1.2,6.2,0.2,1.2,0.2,1.2,0.2,1.2,1.2,1.2,57.2,0.2,0.2,1.2,2.2,3.2,3.2,0.2,2.2,0.2,2.2,0.2
p,l,34.2,1.2,0.2,1.2,0.2,2.2,3.2,1.2,0.2,0.2,0.2,108.2,6.2,0.2,0.2,0.2,0.2,0.2,0.2,6.2,2.2,0.2,0.2,0.2,0.2,0.2
p,q,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,1.2,0.2,0.2,0.2,1.2,0.2,0.2,1.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2
p,r,5.2,1.2,0.2,1.2,0.2,15.2,0.2,0.2,0.2,0.2,1.2,20.2,5.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,38.2,0.2,1.2,0.2,0.2,1.2
p,k,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,2.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2
p,e,12.2,0.2,9.2,12.2,3.2,16.2,1.2,4.2,0.2,23.2,0.2,4.2,0.2,2.2,7.2,0.2,3.2,2.2,0.2,1.2,2.2,1.2,0.2,0.2,0.2,3.2
p,z,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
p,v,0.2,0.2,0.2,0.2,0.2,1.2,1.2,0.2,0.2,0.2,1.2,1.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,2.2,0.2,0.2,0.2,0.2,0.2
p,t,3.2,0.2,290.2,0.2,6.2,3.2,2.2,0.2,0.2,0.2,0.2,2.2,1.2,0.2,1.2,0.2,3.2,1.2,1.2,1.2,5.2,0.2,0.2,0.2,0.2,1.2
p,x,0.2,0.2,1.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,2.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2
p,d,2.2,0.2,0.2,0.2,0.2,2.2,0.2,0.2,0.2,5.2,0.2,3.2,0.2,0.2,1.2,0.2,0.2,0.2,1.2,0.2,0.2,1.2,0.2,1.2,0.2,0.2
p,f,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2
p,w,1.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,1.2,1.2,0.2,0.2,0.2,0.2
p,y,1.2,0.2,2.2,0.2,2.2,2.2,4.2,2.2,0.2,4.2,1.2,0.2,1.2,0.2,2.2,0.2,0.2,4.2,3.2,2.2,0.2,13.2,0.2,1.2,2.2,1.2
p,i,1.2,0.2,8.2,21.2,0.2,6.2,6.2,1.2,0.2,7.2,1.2,5.2,0.2,0.2,9.2,2.2,1.2,0.2,1.2,0.2,0.2,0.2,1.2,1.2,0.2,1.2
p,b,2.2,2.2,0.2,0.2,0.2,1.2,0.2,2.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
p,j,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
p,g,0.2,1.2,0.2,0.2,1.2,1.2,0.2,1.2,0.2,1.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.2,0.2,1.2,0.2,0.2,0.2
p,m,5.2,2.2,0.2,1.2,0.2,1.2,0.2,1.2,1.2,0.2,0.2,10.2,0.2,0.2,0.2,1.2,0.2,0.2,0.2,0.2,2.2,0.2,0.2,0.2,2.2,1.2
p,p,3.2,2.2,0.2,0.2,1.2,5.2,2.2,4.2,1.2,1.2,0.2,7.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,33.2,9.2,0.2,0.2,0.2,2.2,2.2
